Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
Je sais pourquoi chante l'oiseau en cage,8.4,,978-2253127536,https://m.media-amazon.com/images/I/81uQNhJuz+L._SY522_.jpg,Le Livre de Poche (30 septembre 2009),Maya Angelou
Il vaso di Pandoro. Ascesa e caduta dei Ferragnez,14.27,,979-1255430483,https://m.media-amazon.com/images/I/714PO3-KpdL._SY522_.jpg,PaperFIRST (14 mai 2024),Selvaggia Lucarelli
Mes nuits parisiennes,22.0,,978-2080422033,https://m.media-amazon.com/images/I/616uIgGkCJL._SY522_.jpg,FLAMMARION (24 avril 2024),Agathe Godard
Vous êtes Elon Musk: Un livre dont vous êtes le héros,14.98,,978-1698872889,https://m.media-amazon.com/images/I/613Tskf2kyL._SY522_.jpg,Independently published (10 octobre 2019),Steve Rioux
The Bell Jar,13.06,,978-0571226160,https://m.media-amazon.com/images/I/91163i7ah-L._SY522_.jpg,Faber & Faber; Main édition (2 juin 2005),Sylvia Plath
PARODIE,18.8,,978-2367060279,https://m.media-amazon.com/images/I/81IkcIUfSUL._SY522_.jpg,BOOKS ON DEMAND (23 avril 2021),Cizia Zykë
"Jamais sans ma fille, tome 2 : Pour l'amour d'un enfant",7.0,,978-2266112345,https://m.media-amazon.com/images/I/61kr9j-ekXL._SY522_.jpg,Pocket (15 mars 1992),Betty Mahmoody
Rayonnante: Du silence à l'éclat spirituel,10.59,,978-2959364907,https://m.media-amazon.com/images/I/61iF1B+mN2L._SY522_.jpg,Anne-Charlotte Blan (19 mai 2024),Anne-Charlotte Blan
"Ma mère, Dieu et Litzie",5.05,,978-2365698429,https://m.media-amazon.com/images/I/71Jc6LDpTXL._SY522_.jpg,Les escales éditions (26 octobre 2023),Roland Perez
Passion simple - Prix Nobel de Littérature 2022,7.8,,978-2930000015,https://m.media-amazon.com/images/I/7187tnYfsoL._SY522_.jpg,FOLIO; First Thus édition (4 janvier 1994),Annie Ernaux
Yamma,12.81,,978-2080429889,https://m.media-amazon.com/images/I/61TjnV75iBL._SY522_.jpg,FLAMMARION (22 mai 2024),Ouissem Belgacem
Le Monde d'hier: Souvenirs d'un Européen,17.67,,978-2070792191,https://m.media-amazon.com/images/I/91R+EOfbsOL._SY522_.jpg,Folio (1 avril 2016),Stefan Zweig
Le Journal d'Anne Frank (Nouvelle édition),7.9,,978-2253937432,https://m.media-amazon.com/images/I/71DKiNxs0dL._SY522_.jpg,Le Livre de Poche (25 mai 2022),Anne Frank
Juliette Drouet,19.15,,978-2080674418,https://m.media-amazon.com/images/I/41M69WXRWDL.jpg,FLAMMARION (1 novembre 1998),Henri Troyat
Vous êtes Elon Musk: Un livre dont vous êtes le héros,14.98,,978-1698872889,https://m.media-amazon.com/images/I/613Tskf2kyL._SY522_.jpg,Independently published (10 octobre 2019),Steve Rioux
La mirada de las plantas,9.77,,978-8412520507,https://m.media-amazon.com/images/I/91jZompDDhL._SY522_.jpg,Almadia Aljosan S.R.L.U.; 1er édition (20 avril 2022),Edmundo Paz Soldán
"Allez fils, on s'relève !",19.0,,979-8877827592,https://m.media-amazon.com/images/I/71KV2m9Ed6L._SY522_.jpg,Independently published (18 février 2024),Chris Joyz
Le cercle littéraire des amateurs d'épluchures de patates,9.2,,978-2264053510,https://m.media-amazon.com/images/I/71RpBtx378L._SY522_.jpg,10 X 18 (6 janvier 2011),Mary Ann Shaffer
,8.79,,,,,
"I Love You, I Love You, I Love You: The laugh-out-loud funny, nostalgic, heart-warming, heart-breaking, new novel for 2024. Perfect for fans of One Day",17.33,,978-0008586928,https://m.media-amazon.com/images/I/71YGzq1VpBL._SY522_.jpg,HQ (20 juin 2024),Laura Dockrill
Lettres aux résidents Baschung,16.5,,979-1092091007,https://m.media-amazon.com/images/I/81sYIVRsd+L._SY522_.jpg,BOOKS ON DEMAND; 2e Revue et augmentée édition (13 novembre 2012),Kesselring Ravidat Evelyne
Jackie et Lee,8.4,,978-2253934752,https://m.media-amazon.com/images/I/710NYd1lnES._SY522_.jpg,Le Livre de Poche (5 mai 2021),Stéphanie des Horts
Pleurer au supermarché,8.44,,978-2267048919,https://m.media-amazon.com/images/I/71SWmUv2eeL._SY522_.jpg,BOURGOIS (2 mai 2024),Michelle Zauner
Open Strings,8.16,,978-1788649735,https://m.media-amazon.com/images/I/81g95RVKMIL._SY522_.jpg,Cinnamon Press; Fiction (Novel) édition (20 octobre 2023),Gordon Simms
Kitchen Confidential: Insider's Edition.,13.33,,978-1408845042,https://m.media-amazon.com/images/I/81S6LJ4fJ1L._SY522_.jpg,Bloomsbury Publishing PLC; 1er édition (23 mai 2013),Anthony Bourdain
Balzac,9.7,,978-2253139256,https://m.media-amazon.com/images/I/91tpBVgPbnL._SY522_.jpg,Le Livre de Poche; Le Livre de Poche édition (1 mars 1996),Stefan Zweig
Orlando,18.19,,978-2070452132,https://m.media-amazon.com/images/I/71IfNXMIqqL._SY522_.jpg,FOLIO (DOMAINE PUBLIC) (14 juin 2018),Virginia Woolf
Vous êtes Elon Musk: Un livre dont vous êtes le héros,14.98,,978-1698872889,https://m.media-amazon.com/images/I/613Tskf2kyL._SY522_.jpg,Independently published (10 octobre 2019),Steve Rioux
Le temps des secrets,12.58,,978-2877065092,https://m.media-amazon.com/images/I/81YdTQyu89L._SY522_.jpg,Grasset (25 août 2004),Marcel Pagnol
"Le premier plongeur: Frédéric ""Didi"" Dumas",10.97,,978-2959138454,https://m.media-amazon.com/images/I/61ytSxE-bgL._SY522_.jpg,978-2-9591384 (11 janvier 2024),Stéphane Gamelin
Le dernier amour de Kafka. La vie de Dora Diamant.,35.0,,978-2705666125,https://m.media-amazon.com/images/I/71mpwEETn8L._SY522_.jpg,Hermann (14 octobre 2006),Kathi Diamant
Jennifer Aniston: L'impossible bonheur,24.95,,978-2017234418,https://m.media-amazon.com/images/I/81DDkRmZFLL._SY522_.jpg,Hachette Pratique (15 mai 2024),Anaïs Maquiné Denecker
Hamnet: WINNER OF THE WOMEN'S PRIZE FOR FICTION 2020 - THE NO. 1 BESTSELLER,11.13,,978-1472223821,https://m.media-amazon.com/images/I/71z4UE5waHL._SY522_.jpg,Tinder Press; 1er édition (31 mars 2021),Maggie O'Farrell
,19.15,,,,,
La jeunesse du monde: Le destin brisé de Gauthier et Vincent Malraux,23.0,,978-2207179772,https://m.media-amazon.com/images/I/71VGjKOCd2L._SY522_.jpg,DENOEL (28 février 2024),Bruno de Stabenrath
On Earth We're Briefly Gorgeous,13.79,,978-1529110685,https://m.media-amazon.com/images/I/91om-N7Ry3L._SY522_.jpg,Vintage; 1er édition (1 septembre 2020),Ocean Vuong
Tintamarre,27.0,,978-2493255716,https://m.media-amazon.com/images/I/81VqdlkdqAL._SY522_.jpg,LA ROUTE (8 avril 2024),Laurent Benarrous
Les Hommes sont-ils eux aussi des Princesses?,10.89,,979-8327027930,https://m.media-amazon.com/images/I/81cBlM8Cy9L._SY522_.jpg,Independently published (31 mai 2024),M Hervé LAURENT
Jean le bleu,7.9,,978-2253000228,https://m.media-amazon.com/images/I/91mTzWyzEqL._SY522_.jpg,Le Livre de Poche (1 janvier 1974),Jean Giono
La Nuit de feu,7.7,,978-2253070689,https://m.media-amazon.com/images/I/713gZZFyxTL._SY522_.jpg,Le Livre de Poche; 1er édition (25 janvier 2017),Éric-Emmanuel Schmitt
Arthur Rimbaud : Biographie,14.35,,978-2221247082,https://m.media-amazon.com/images/I/71m0SEWJD5L._SY522_.jpg,Bouquins (10 septembre 2020),Jean-Jacques Lefrère
